"","CID","Treatment","Surv.4th","Time.4th","Mass.4th","Surv.5th","Time.5th","Mass.5th","Age.death","Surv.pupa","PupateOK","Age.pupa","Mass.pupa","Surv.adult","Time.eclose","Mass.adult","Sex","Eclose.ok","Expt","Population"
"477","95","21","Y","11","26.16","Y","14","60.98","25","Y","N","25","248.12","N",NA,NA,"","","NC2","NC"
"478","96","21","Y","11","12.17","Y","15","46.21","25","Y","N","25","225.17","N",NA,NA,"","","NC2","NC"
"479","97","21","Y","11","17.33","Y","15","58.41","25","Y","N","25","219.52","N",NA,NA,"","","NC2","NC"
"480","98","21","N",NA,NA,"N",NA,NA,"14","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"481","99","21","Y","10","7.24","Y","16","67.16","22","Y","N","22","165.14","N",NA,NA,"","","NC2","NC"
"482","100","21","Y","11","3.59","Y","17","36.42","27","Y","N","27","185.19","N",NA,NA,"","","NC2","NC"
"483","101","21","Y","9","7.43","Y","15","46.94","24","Y","N","24","172.72","N",NA,NA,"","","NC2","NC"
"484","102","34","Y","8","15.72","Y","11","56.87",NA,"Y","Y","17","104.52","N",NA,NA,"","","NC2","NC"
"485","103","34","Y","9","18.91","Y","12","67.23","14","Y","N","14","65.27","N",NA,NA,"","","NC2","NC"
"486","104","34","Y","9","7.34","N",NA,NA,"10","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"487","105","34","N",NA,NA,"N",NA,NA,"15","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"488","106","34","Y","8","13.91","N",NA,NA,"15","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"489","107","34","Y","7","6.72","N",NA,NA,"10","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"490","108","34","N",NA,NA,"N",NA,NA,"15","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"491","109","16","Y","17","7.94","Y","24","41.13","36","Y","N","36","174.65","N",NA,NA,"","","NC2","NC"
"492","110","16","Y","19","9.19","Y","25","45.98","37","Y","N","37","217.4","N",NA,NA,"","","NC2","NC"
"493","111","16","Y","19","10.8","Y","27","40.02",NA,"Y","Y","41","187.25","N",NA,NA,"","","NC2","NC"
"494","112","16","Y","13","10.12","Y","19","34.34","32","Y","N","32","212.03","N",NA,NA,"","","NC2","NC"
"495","113","16","Y","13","10.65","Y","21","41.51",NA,"Y","Y","36","168.93","Y","17","123.72","male","Y","NC2","NC"
"496","114","16","Y","21","8.71","Y","29","36.93","40","Y","N","40","211.25","N",NA,NA,"","","NC2","NC"
"497","115","16","Y","19","10.35","Y","26","60.47",NA,"Y","Y","38","198.79","N",NA,NA,"","","NC2","NC"
"498","116","21","Y","12","6.83","Y","17","43.31",NA,"Y","Y","25","171.02","N",NA,NA,"","","NC2","NC"
"499","117","21","N",NA,NA,"N",NA,NA,"10","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"500","118","21","Y","12","11.78","Y","18","61.25",NA,"Y","Y","25","153.4","Y","11","59.19","male","Y","NC2","NC"
"501","119","16","N",NA,NA,"N",NA,NA,"11","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"502","120","16","Y","14","8.15","Y","20","49.47","33","Y","N","33","229.44","N",NA,NA,"","","NC2","NC"
"503","121","16","Y","21","9.54","Y","30","30.98","44","Y","N","44","164.44","N",NA,NA,"","","NC2","NC"
"504","122","16","Y","20","10.16","Y","29","48.49","40","Y","N","40","176.23","N",NA,NA,"","","NC2","NC"
"505","123","16","Y","14","8.3","Y","22","39.86","35","Y","N","35","212.46","N",NA,NA,"","","NC2","NC"
"506","124","21","Y","13","8.66","Y","19","33.88","30","Y","N","30","133.49","N",NA,NA,"","","NC2","NC"
"507","125","21","Y","13","12.56","Y","17","54.62",NA,"Y","Y","24","192.35","Y","11","78.99","female","Y","NC2","NC"
"508","126","21","Y","12","11.78","Y","17","52.74","25","Y","N","25","241.82","N",NA,NA,"","","NC2","NC"
"509","127","21","Y","12","13.94","Y","16","70.08","23","Y","N","23","267.12","N",NA,NA,"","","NC2","NC"
"510","128","21","Y","15","16.67","Y","19","54.66",NA,"Y","Y","27","172.57","N",NA,NA,"","","NC2","NC"
"511","129","21","Y","10","15.45","Y","14","45.66","23","Y","N","23","192.37","N",NA,NA,"","","NC2","NC"
"512","130","21","Y","10","13.29","Y","14","55.35",NA,"Y","Y","21","223.78","N",NA,NA,"","","NC2","NC"
"513","131","21","Y","10","12.48","Y","14","56.38",NA,"Y","Y","22","197.84","Y","10","85.06","female","Y","NC2","NC"
"514","132","21","Y","10","12.96","Y","14","32.76","22","Y","N","22","260.18","N",NA,NA,"","","NC2","NC"
"515","133","21","Y","11","17.26","Y","14","50.35","22","Y","N","22","243.84","N",NA,NA,"","","NC2","NC"
"516","134","16","N",NA,NA,"N",NA,NA,"21","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"517","135","16","Y","15","8.97","Y","23","32.51","37","Y","N","37","126.02","N",NA,NA,"","","NC2","NC"
"518","136","16","Y","22","11.26","Y","30","47.89","40","Y","N","40","215.81","N",NA,NA,"","","NC2","NC"
"519","137","34","Y","7","5.77","Y","11","32.38","18","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"520","138","34","N",NA,NA,"N",NA,NA,"15","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"521","139","21","Y","11","9.28","Y","17","62.76","27","Y","N","25","200.18","N",NA,NA,"","","NC2","NC"
"522","140","21","Y","11","12.82","Y","14","37.42","21","Y","N","21","191.13","N",NA,NA,"","","NC2","NC"
"523","141","16","Y","15","9.17","Y","22","32.27","33","Y","N","33","171.55","N",NA,NA,"","","NC2","NC"
"524","142","16","N",NA,NA,"N",NA,NA,"24","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"525","143","16","Y","20","4.31","N",NA,NA,"27","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"526","144","16","Y","19","8.29","Y","26","21.44","37","Y","N","37","145.06","N",NA,NA,"","","NC2","NC"
"527","145","16","Y","19","5.3","Y","26","35.74","39","Y","N","39","202.09","N",NA,NA,"","","NC2","NC"
"528","146","16","Y","19","7.14","Y","26","48.72","37","Y","N","37","221.36","N",NA,NA,"","","NC2","NC"
"529","147","16","Y","27","11.7","Y","34","44.52",NA,"Y","Y","45","212.63","N",NA,NA,"","","NC2","NC"
"530","148","16","Y","18","6.17","Y","27","43.36","42","Y","N","40","129.42","N",NA,NA,"","","NC2","NC"
"531","149","16","Y","17","7.85","Y","23","25.11","33","Y","N","33","162.07","N",NA,NA,"","","NC2","NC"
"532","150","16","Y","17","10.28","Y","24","72.34",NA,"Y","Y","33","125.42","N",NA,NA,"","","NC2","NC"
"533","151","16","Y","16","8.96","Y","23","48.24","36","Y","N","36","184.13","N",NA,NA,"","","NC2","NC"
"534","152","16","Y","18","7.96","Y","24","47.3","35","Y","N","35","199.6","N",NA,NA,"","","NC2","NC"
"535","153","16","Y","22","12.66","Y","31","43.41","45","Y","N","45","193.64","N",NA,NA,"","","NC2","NC"
"536","154","34","Y","12","17.78","N",NA,NA,"18","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"1100","1","30","Y","4","10.32","Y","6","34.06",NA,"Y","Y","7","153.63","Y","11","108.65","female","N","CA","CA"
"2100","2","26","Y","4","7.9","Y","7","20.76",NA,"Y","Y","14","141.29","N",NA,NA,"","","CA","CA"
"3100","3","26","Y","5","9.93","Y","8","32.4",NA,"Y","Y","15","110.81","Y","8","49.07","female","N","CA","CA"
"4100","4","26","Y","5","8.44","Y","8","29.43",NA,"Y","Y","13","180.73","N",NA,NA,"","","CA","CA"
"537","5","26","Y","5","10.27","Y","7","31.25",NA,"Y","Y","11","171.86","Y","9","46.58","unk","N","CA","CA"
"610","6","26","Y","5","13.17","Y","8","99.57",NA,"Y","N","12","139.54","N",NA,NA,"","","CA","CA"
"710","7","26","Y","6","9.34","Y","8","30.52",NA,"Y","Y","13","174.27","Y","7","93.87","female","Y","CA","CA"
"810","8","26","Y","5","10.9","Y","7","39.96",NA,"Y","Y","11","172.39","Y","7","90.71","male","Y","CA","CA"
"910","9","26","Y","6","12.23","Y","8","32.63",NA,"Y","N","14","163.72","N",NA,NA,"","","CA","CA"
"1010","10","26","Y","6","17.32","Y","8","40.8",NA,"Y","Y","12","163.87","N",NA,NA,"","","CA","CA"
"1110","11","26","Y","4","9.73","Y","7","54.98",NA,"Y","Y","11","173.9","N",NA,NA,"","","CA","CA"
"1210","12","26","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1310","13","30","Y","5","10.41","Y","7","33.48",NA,"Y","Y","11","133.66","Y","7","56.59","male","Y","CA","CA"
"1410","14","30","Y","5","13.76","Y","7","43.11",NA,"Y","N","12","127.7","N",NA,NA,"","","CA","CA"
"1510","15","30","Y","5","14.23","Y","7","37.17",NA,"Y","N","12","164.17","N",NA,NA,"","","CA","CA"
"1610","16","30","Y","5","16.77","Y","7","41.64",NA,"Y","Y","11","159.5","Y","7","81.61","female","Y","CA","CA"
"1710","17","30","Y","5","12.94","Y","7","45.3",NA,"Y","Y","11","157.94","Y","6","99.4","male","Y","CA","CA"
"1810","18","30","Y","5","6.76","Y","8","38.12",NA,"Y","Y","12","157.93","Y","6","74.24","female","Y","CA","CA"
"1910","19","30","Y","5","6.3","Y","8","37.46",NA,"Y","Y","12","166.96","Y","7","85.26","female","Y","CA","CA"
"2010","20","30","Y","5","11.84","N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2110","21","30","Y","5","10.35","N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2210","22","30","Y","5","9.76","Y","8","59.76","12","Y","N","12","132.03","N",NA,NA,"","","CA","CA"
"2310","23","30","Y","5","10.24","Y","7","34.36",NA,"Y","Y","11","161.36","N",NA,NA,"","","CA","CA"
"2410","24","34","Y","5","5.25","N",NA,NA,"6","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2510","25","34","Y","5","10.76","Y","8","31.91",NA,"Y","Y","13","116.8","N",NA,NA,"","","CA","CA"
"2610","26","34","Y","5","10.57","Y","7","31.5",NA,"Y","Y","11","142.79","N",NA,NA,"","","CA","CA"
"2710","27","30","Y","5","10.29","Y","7","34.07","12","Y","N","12","176.21","N",NA,NA,"","","CA","CA"
"2810","28","34","Y","6","8.7","Y","9","43.91",NA,"Y","Y","14","141.68","N",NA,NA,"","","CA","CA"
"2910","29","34","Y","6","7.99","Y","9","30.47","14","Y","N","14","96.89","N",NA,NA,"","","CA","CA"
"3010","30","34","Y","6","12.34","Y","9","42.78","14","Y","N","14","145.01","N",NA,NA,"","","CA","CA"
"3110","31","34","Y","6","9.3","Y","9","39.24",NA,"Y","Y","14","72.58","N",NA,NA,"","","CA","CA"
"3210","32","34","Y","5","9.25","Y","8","30.81","14","Y","N","14","82.71","N",NA,NA,"","","CA","CA"
"3310","33","30","Y","6","7.83","Y","9","66.11",NA,"Y","Y","12","138.71","N",NA,NA,"","","CA","CA"
"3410","34","30","Y","6","15.83","Y","8","54.05",NA,"Y","Y","11","174.81","Y","7","86.52","female","Y","CA","CA"
"3510","35","30","Y","6","9.66","Y","9","47.73",NA,"Y","Y","14","160.12","Y","7","85.44","female","N","CA","CA"
"3610","36","30","Y","6","8.68","Y","8","40.56",NA,"Y","Y","12","168.34","N",NA,NA,"","","CA","CA"
"3710","37","30","Y","6","9.12","Y","8","32.19",NA,"Y","Y","12","175.36","Y","7","86.43","male","Y","CA","CA"
"3810","38","30","Y","6","14.38","Y","8","37.64",NA,"Y","Y","12","180.45","N",NA,NA,"","","CA","CA"
"3910","39","30","Y","6","13.8","Y","8","38.78",NA,"Y","Y","12","169.16","Y","7","85.39","male","Y","CA","CA"
"4010","40","30","Y","6","14.35","Y","8","40.1",NA,"Y","Y","12","181.14","Y","7","116.46","female","Y","CA","CA"
"4110","41","30","Y","6","9.59","Y","9","70.8","14","Y","N","14","161.37","N",NA,NA,"","","CA","CA"
"4210","42","30","Y","5","10.04","Y","7","29.76",NA,"Y","Y","11","139.81","Y","6","66.57","female","Y","CA","CA"
"4310","43","30","Y","5","5.39","N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"4410","44","30","Y","5","21.9","Y","6","47.28",NA,"Y","Y","10","185.54","N",NA,NA,"","","CA","CA"
"4510","45","30","Y","5","10.9","Y","7","44.82",NA,"Y","Y","11","168.65","Y","7","68.43","male","N","CA","CA"
"4610","46","30","Y","5","9.76","Y","7","36.55",NA,"Y","Y","10","160.92","Y","6","118.9","male","Y","CA","CA"
"4710","47","30","Y","5","15.01","Y","7","40.62","11","Y","N","11","181.28","N",NA,NA,"","","CA","CA"
"4810","48","30","Y","4","14.15","Y","7","37.69",NA,"Y","Y","11","184.34","N",NA,NA,"","","CA","CA"
"4910","49","30","Y","4","8.03","Y","6","38.59",NA,"Y","Y","10","141.39","Y","6","102.35","female","Y","CA","CA"
"5010","50","30","Y","6","10.59","Y","8","38.14",NA,"Y","Y","12","163.71","Y","6","102.24","male","Y","CA","CA"
"5110","51","30","Y","5","8.24","Y","7","31.57",NA,"Y","Y","11","156.77","N",NA,NA,"","","CA","CA"
"5210","52","30","Y","4","8.1","N",NA,NA,NA,"N","",NA,NA,"N",NA,NA,"","","CA","CA"
"538","53","21","Y","7","6.94","N",NA,NA,"22","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"541","54","21","Y","7","15.14","Y","11","61.05","19","Y","N","19","164.98","N",NA,NA,"","","CA","CA"
"551","55","21","Y","6","11.61","Y","11","46.68","19","Y","N","19","184.92","N",NA,NA,"","","CA","CA"
"561","56","21","Y","8","11.46","Y","13","62.58",NA,"Y","Y","21","213.76","Y","12",NA,"male","Y","CA","CA"
"571","57","26","Y","5","11.11","Y","7","38.27",NA,"Y","Y","11","147.66","N",NA,NA,"","","CA","CA"
"581","58","26","Y","5","9.47","Y","8","39.72","13","Y","N","13","186.96","N",NA,NA,"","","CA","CA"
"591","59","26","Y","6","14.48","Y","8","30.37",NA,"Y","Y","13","151.17","Y","8","59.78","male","N","CA","CA"
"601","60","26","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"611","61","26","Y","6","14.98","Y","9","66.86",NA,"Y","Y","13","203.43","Y","8","124.69","male","N","CA","CA"
"621","62","26","Y","6","15.22","Y","8","40.25","13","Y","N","13","178.55","N",NA,NA,"","","CA","CA"
"631","63","26","Y","6","10.67","Y","9","39.71",NA,"Y","Y","14","197.16","Y","7","94.76","male","Y","CA","CA"
"641","64","26","Y","5","7.62","Y","8","48.44",NA,"Y","Y","13","154.78","N",NA,NA,"","","CA","CA"
"651","65","26","Y","6","13.14","Y","9","46.12",NA,"Y","Y","13","161.36","N",NA,NA,"","","CA","CA"
"661","66","26","Y","6","14.3","Y","8","39.27",NA,"Y","Y","13","137.16","Y","10","34.25","female","N","CA","CA"
"671","67","26","Y","5","8.14","Y","8","39.02",NA,"Y","Y","13","164.07","Y","7","72.73","male","Y","CA","CA"
"681","68","26","Y","6","7.32","N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"691","69","26","Y","6","14.47","Y","9","41.06",NA,"Y","Y","13","182.13","N",NA,NA,"","","CA","CA"
"701","70","26","Y","5","8.54","Y","8","45.12",NA,"Y","Y","12","194.19","Y","7","116.27","male","Y","CA","CA"
"711","71","30","Y","5","15.83","Y","7","53.36",NA,"Y","Y","10","173.47","N",NA,NA,"","","CA","CA"
"721","72","30","Y","5","9.57","Y","7","37.77",NA,"Y","Y","11","165.69","N",NA,NA,"","","CA","CA"
"731","73","30","Y","4","10","Y","6","32.91",NA,"Y","Y","10","162.18","Y","8","84.21","female","N","CA","CA"
"741","74","34","Y","6","9.48","N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"751","75","34","Y","6","13.34","Y","9","42.6",NA,"Y","Y","14","139.01","Y","7","102.48","female","N","CA","CA"
"761","76","34","Y","6","6.3","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"771","77","34","Y","7","9.3","Y","9","32.02","17","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"781","78","34","Y","7","5.73","Y","12","28.13","19","Y","N","19","103.41","N",NA,NA,"","","CA","CA"
"791","79","34","Y","7","10.32","Y","9","36.76",NA,"Y","Y","13","113.51","N",NA,NA,"","","CA","CA"
"801","80","34","Y","6","7.69","Y","10","34.08",NA,"Y","Y","15","103.65","N",NA,NA,"","","CA","CA"
"811","81","34","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"821","82","34","Y","5","9.37","Y","7","27.56",NA,"Y","Y","11","106.49","N",NA,NA,"","","CA","CA"
"831","83","34","Y","6","8.54","Y","9","57.66",NA,"Y","Y","13","142.31","N",NA,NA,"","","CA","CA"
"841","84","34","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"851","85","34","Y","6","7.74","Y","8","31.02",NA,"Y","Y","13","113.16","N",NA,NA,"","","CA","CA"
"861","86","34","Y","6","7.78","Y","13","25.46","16","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"871","87","34","Y","6","7.97","Y","9","30.62",NA,"Y","Y","15","80.95","N",NA,NA,"","","CA","CA"
"881","88","30","Y","5","10.9","Y","8","100.3",NA,"Y","Y","11","170.13","Y","7","86.74","male","Y","CA","CA"
"891","89","30","Y","5","10.48","Y","7","40.18",NA,"Y","Y","10","154.76","Y","7","88.22","female","Y","CA","CA"
"901","90","30","Y","6","10.87","Y","8","44.68",NA,"Y","N","14","165.6","N",NA,NA,"","","CA","CA"
"911","91","30","Y","6","9.27","Y","8","40.96",NA,"Y","Y","12","165.39","N",NA,NA,"","","CA","CA"
"921","92","30","Y","6","9.7","Y","8","34.92",NA,"Y","Y","12","174.78","N",NA,NA,"","","CA","CA"
"931","93","30","Y","6","26.9","Y","8","71.73",NA,"Y","Y","11","175.94","Y","7","85.66","male","Y","CA","CA"
"941","94","30","Y","6","12.13","Y","8","45.85",NA,"Y","Y","12","174.64","Y","7","85.04","male","Y","CA","CA"
"951","95","30","Y","6","6.35","N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"961","96","26","Y","7","10.02","Y","10","62.86",NA,"Y","Y","15","187.01","Y","8","91.16","male","Y","CA","CA"
"971","97","26","Y","6","10.02","Y","10","50.65",NA,"Y","Y","14","204.38","Y","8","97.92","male","Y","CA","CA"
"981","98","26","Y","6","11.67","N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"991","99","26","Y","6","10.05","Y","9","34.78",NA,"Y","Y","14","178.35","Y","8","91.51","female","N","CA","CA"
"1001","100","26","Y","6","11.46","Y","9","41.92",NA,"Y","Y","14","233.31","Y","8","125.06","male","Y","CA","CA"
"1011","101","26","Y","6","11.32","Y","9","35.27",NA,"Y","Y","14","166.79","Y","8","87.9","female","Y","CA","CA"
"1021","102","26","Y","6","13.36","Y","9","89.52",NA,"Y","Y","13","212.55","Y","7","98.52","male","Y","CA","CA"
"1031","103","26","Y","6","11.38","Y","9","28.84",NA,"Y","Y","15","177.65","Y","8","77.92","male","Y","CA","CA"
"1041","104","26","Y","7","17.49","Y","10","29.22",NA,"Y","Y","15","169.18","Y","7","76.3","female","Y","CA","CA"
"1051","105","26","Y","8","9.33","Y","11","58.32",NA,"Y","Y","15","171.1","Y","7","82.25","female","Y","CA","CA"
"1061","106","26","Y","7","15.41","N",NA,NA,"9","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1071","107","26","Y","7","18.35","Y","10","42.08",NA,"Y","Y","15","164.11","Y","8","78.09","male","Y","CA","CA"
"1081","108","21","Y","8","11.62","Y","12","39.57",NA,"Y","Y","19","186.48","Y","12","99.59","female","Y","CA","CA"
"1091","109","21","Y","7","12.66","Y","11","36.05",NA,"Y","Y","18","168.92","Y","14","146.7","","N","CA","CA"
"1101","110","34","Y","6","10.19","Y","9","44.61","15","Y","N","15","85.04","N",NA,NA,"","","CA","CA"
"1111","111","34","Y","5","8.38","Y","7","35.18",NA,"Y","Y","11","119.82","N",NA,NA,"","","CA","CA"
"1121","112","34","Y","6","7.49","Y","9","34.67",NA,"Y","Y","14","96.68","N",NA,NA,"","","CA","CA"
"1131","113","34","Y","8","8.59","Y","11","39.12","19","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1141","114","34","Y","7","6.95","Y","10","35.05","23","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1151","115","30","Y","5","5.58","Y","7","35.42",NA,"Y","Y","11","156.47","Y","7","79.09","female","Y","CA","CA"
"1161","116","30","Y","6","7.71","Y","8","35.57",NA,"Y","Y","12","164.85","Y","7","72.03","male","N","CA","CA"
"1171","117","30","Y","6","7.93","Y","9","41.78",NA,"Y","Y","14","181.52","Y","6","97.05","male","Y","CA","CA"
"1181","118","30","Y","6","9.72","Y","9","56.1",NA,"Y","Y","14","169.29","Y","5","97.85","female","N","CA","CA"
"1191","119","30","Y","6","10.55","Y","8","36.11",NA,"Y","Y","12","177.76","Y","6","113.24","female","Y","CA","CA"
"1201","120","26","Y","8","19.26","Y","11","66.56","19","Y","N","17","153.8","N",NA,NA,"","","CA","CA"
"1211","121","26","Y","8","11.25","N",NA,NA,"9","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1221","122","26","Y","7","8.61","Y","10","34.77","17","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1231","123","26","Y","7","12.25","Y","9","32.32","15","Y","N","15","157.44","N",NA,NA,"","","CA","CA"
"1241","124","26","Y","6","8.55","Y","9","38.01","13","Y","N","13","146.23","N",NA,NA,"","","CA","CA"
"1251","125","26","Y","7","8.49","Y","10","34.25",NA,"Y","Y","16","170.02","Y","7","74.32","female","Y","CA","CA"
"1261","126","21","Y","8","13.48","Y","12","54.46",NA,"Y","Y","19","218.47","Y","11","112.97","male","Y","CA","CA"
"1271","127","21","Y","8","8.78","Y","12","52.7",NA,"Y","Y","20","217.75","N",NA,NA,"","N","CA","CA"
"1281","128","21","Y","8","13.92","Y","11","39.92",NA,"Y","Y","20","147.5","Y","13","51.52","female","Y","CA","CA"
"1291","129","21","Y","8","11.94","Y","12","49.97",NA,"Y","N","20","166.12","N",NA,NA,"","","CA","CA"
"1301","130","21","Y","10","10.51","Y","14","51.54","22","Y","N","22","240.31","N",NA,NA,"","","CA","CA"
"1311","131","21","Y","9","13.74","Y","12","46.97",NA,"Y","Y","19","197.77","Y","12","103.18","female","Y","CA","CA"
"1321","132","21","Y","10","20.28","Y","14","70.2",NA,"Y","Y","20","201.75","Y","11","103.38","female","Y","CA","CA"
"1331","133","21","Y","9","13.89","Y","14","36.54","22","Y","N","22","174.55","N",NA,NA,"","","CA","CA"
"1341","134","21","Y","9","9.25","Y","14","48.54",NA,"Y","Y","21","209.07","Y","11","111.9","male","Y","CA","CA"
"1351","135","21","Y","9","15.2","Y","13","85.81","20","Y","N","20","243.09","N",NA,NA,"","","CA","CA"
"1361","136","21","Y","9","11.01","Y","14","49.78",NA,"Y","Y","21","167.23","N",NA,NA,"","","CA","CA"
"1371","137","21","Y","9","10.97","Y","13","72.53",NA,"Y","Y","20","204.05","Y","11","136.05","female","Y","CA","CA"
"1381","138","21","Y","9","9.41","Y","14","50.74",NA,"Y","Y","21","199.72","Y","10","104.33","male","Y","CA","CA"
"1391","139","21","Y","9","12.47","Y","14","99.92","20","Y","N","20","254.98","N",NA,NA,"","","CA","CA"
"1401","140","21","Y","11","7.48","Y","16","46.57",NA,"Y","Y","24","201.48","Y","11","97.42","male","Y","CA","CA"
"1411","141","21","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1421","142","21","Y","8","15.06","Y","11","42.33",NA,"Y","Y","18","166.79","N",NA,NA,"","","CA","CA"
"1431","143","21","Y","8","19.64","Y","13","70.11","23","Y","N","21","180.15","N",NA,NA,"","","CA","CA"
"1441","144","21","Y","8","11.53","Y","11","36.89",NA,"Y","N","20","230.53","N",NA,NA,"","","CA","CA"
"1451","145","34","Y","7","11.81","N",NA,NA,"13","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1461","146","34","Y","7","6.54","Y","11","24.48","20","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1471","147","34","Y","6","15.85","Y","9","40.51","14","Y","N","14","105.42","N",NA,NA,"","","CA","CA"
"1481","148","34","Y","6","11.61","Y","8","28.77","14","Y","N","14","83.24","N",NA,NA,"","","CA","CA"
"1491","149","34","Y","6","11.6","Y","9","41.32","16","Y","N","16","97.85","N",NA,NA,"","","CA","CA"
"1501","150","34","Y","6","15.95","Y","9","50.61","16","Y","N","16","102.63","N",NA,NA,"","","CA","CA"
"1511","151","30","Y","7","15.75","Y","9","40.18",NA,"Y","Y","12","151.21","Y","6","82.81","female","Y","CA","CA"
"1521","152","30","Y","7","17.67","Y","9","53.43",NA,"Y","Y","14","196.25","Y","6","98.18","male","N","CA","CA"
"1531","153","30","Y","7","11.07","Y","9","32.83",NA,"Y","Y","14","175.62","Y","6","84.56","male","Y","CA","CA"
"1541","154","30","Y","9","18.47","Y","10","61.71",NA,"Y","Y","14","123.79","Y","8","43.76","female","N","CA","CA"
"1551","155","30","Y","5","13.11","Y","7","29.78","11","Y","N","11","179.29","N",NA,NA,"","","CA","CA"
"1561","156","30","Y","6","17.47","Y","8","47.73",NA,"Y","Y","13","183.51","Y","6","82.12","female","Y","CA","CA"
"1571","157","30","Y","6","17.59","Y","8","44.42",NA,"Y","Y","13","154.84","Y","5","77.42","female","Y","CA","CA"
"1581","158","16","Y","11","12.05","Y","17","38.18",NA,"Y","N","29","182.99","N",NA,NA,"","","CA","CA"
"1591","159","21","Y","8","11.17","Y","12","53.13","19","Y","N","19","161.71","N",NA,NA,"","","CA","CA"
"1601","160","21","Y","9","13.9","Y","12","41.23",NA,"Y","Y","19","193.77","Y","11","90.07","female","Y","CA","CA"
"1611","161","21","Y","8","11.78","Y","12","54.49",NA,"Y","Y","19","219.4","Y","11","107.52","male","Y","CA","CA"
"1621","162","21","Y","11","21.3","Y","13","42.77",NA,"Y","Y","20","179.45","Y","11","115.78","female","N","CA","CA"
"1631","163","26","Y","9","31.01","Y","10","62.22",NA,"Y","N","15","101.33","N",NA,NA,"","","CA","CA"
"1641","164","26","Y","7","12.42","Y","10","33.91",NA,"Y","Y","15","142.91","N",NA,NA,"","","CA","CA"
"1651","165","26","Y","7","8.55","N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1661","166","26","Y","7","14.27","Y","9","58.13",NA,"Y","Y","13","194.98","N",NA,NA,"","","CA","CA"
"1671","167","26","Y","5","6.48","Y","8","20.17",NA,"Y","Y","13","151.85","Y","7","76.13","female","Y","CA","CA"
"1681","168","30","Y","6","8.55","Y","8","31.87",NA,"Y","Y","12","152.34","Y","7","77.84","female","Y","CA","CA"
"1691","169","30","Y","6","11.85","Y","9","56.61",NA,"Y","Y","13","173.88","Y","6","87.25","female","Y","CA","CA"
"1701","170","30","Y","6","17.87","N",NA,NA,"9","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1711","171","30","Y","6","16.52","Y","8","62.4",NA,"Y","Y","11","146.69","Y","6","88.64","female","N","CA","CA"
"1721","172","30","Y","6","10.36","Y","8","34.15",NA,"Y","Y","12","164.08","N",NA,NA,"","","CA","CA"
"1731","173","30","Y","6","8.86","Y","9","57.18",NA,"Y","Y","13","174.01","Y","7","78.09","female","N","CA","CA"
"1741","174","30","Y","5","11.98","Y","8","50.38",NA,"Y","Y","11","140.39","Y","6","72.84","male","Y","CA","CA"
